":@computed_region_9z68_3kq5","case","cityname","cityname_address","cityname_city","cityname_state","cityname_zip","council","dow","ibr_code","location","occ_date","police_grid","police_zone","received_date","ucr_code","ucr_desc","x_coordinate","y_coordinate"
,"SL2015144996",,,,,,,"3","0",,"2015-08-04T14:24:10.000",,,"2015-08-04T14:24:10.000","7399-5","PUBLIC ORDER",,
,"SL2015163364",,,,,,,"6","90Z",,"2015-08-28T19:20:30.000",,"SY","2015-08-28T19:20:30.000","4902-0","ESCAPE",,
,"SL2015804044",,,,,,,"3","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015157501",,,,,,,"6","23H",,"2015-08-21T01:42:19.000",,,"2015-08-21T01:42:19.000","2399-0","LARCENY",,
,"SL2015151379",,,,,,,"4","0",,"2015-08-12T19:26:55.000",,,"2015-08-12T19:26:55.000","5399-28","PUBLIC PEACE",,
,"SL2015804126",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL2015163671",,,,,,,"7","0",,"2015-08-29T05:32:04.000",,,"2015-08-29T05:32:04.000","5499-5","MOV TRAF VIOL",,
,"SL2015804368",,,,,,,"4","90Z",,,,,,"5309-0","PUBLIC PEACE",,
,"SL2015158106",,,,,,,"6","90Z",,"2015-08-21T19:47:53.000",,,"2015-08-21T19:47:53.000","4902-0","ESCAPE",,
,"SL2015804015",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015804357",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015151492",,,,,,,"4","13A",,"2015-08-12T23:08:13.000",,,"2015-08-12T23:08:13.000","1305-0","ASSAULT",,
,"SL2015147733",,,,,,,"6","0",,"2015-08-07T19:04:29.000",,,"2015-08-07T19:04:29.000","7399-5","PUBLIC ORDER",,
,"SL2015804301",,,,,,,"2","23H",,,,,,"2399-18","LARCENY",,
,"SL2015155382",,,,,,,"3","290",,"2015-08-18T09:32:21.000",,,"2015-08-18T09:32:21.000","2901-0","DAMAGED PROP",,
,"SL2015144237",,,,,,,"2","23C",,"2015-08-03T15:01:24.000",,,"2015-08-03T15:01:24.000","2303-0","LARCENY",,
,"SL2015158893",,,,,,,"7","26B",,"2015-08-22T21:05:00.000",,,"2015-08-22T21:05:00.000","2605-0","FRAUD",,
,"SL2015158181",,,,,,,"6","90Z",,"2015-08-21T21:15:56.000",,,"2015-08-21T21:15:56.000","4902-0","ESCAPE",,
,"SL2015162844",,,,,,,"6","90Z",,"2015-08-28T03:53:01.000",,,"2015-08-28T03:53:01.000","4902-0","ESCAPE",,
,"SL2015154356",,,,,,,"1","0",,"2015-08-16T20:20:44.000",,,"2015-08-16T20:20:44.000","5499-5","MOV TRAF VIOL",,
,"SL2015154843",,,,,,,"2","0",,"2015-08-17T14:50:27.000",,,"2015-08-17T14:50:27.000","5499-8","NONREPTABL TA",,
,"SL2015151983",,,,,,,"5","0",,"2015-08-13T17:01:46.000",,,"2015-08-13T17:01:46.000","5499-7","REPORTABLE TA",,
,"SL2015164163",,,,,,,"7","0",,"2015-08-29T19:46:33.000",,,"2015-08-29T19:46:33.000","5499-5","MOV TRAF VIOL",,
,"SL2015158090",,,,,,,"6","35B",,"2015-08-21T19:28:21.000",,,"2015-08-21T19:28:21.000","3550-0","DRUGS",,
,"SL2015166517",,,,,,,"4","13B",,"2015-09-02T02:23:51.000",,,"2015-09-02T02:23:51.000","1313-0","ASSAULT",,
,"SL2015176555",,,,,,,"3","90Z",,"2015-09-15T20:44:53.000",,,"2015-09-15T20:44:53.000","4902-0","ESCAPE",,
,"SL2015804534",,,,,,,"4","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015167456",,,,,,,"5","0",,"2015-09-03T10:41:03.000",,,"2015-09-03T10:41:03.000","5499-5","MOV TRAF VIOL",,
,"SL2015804873",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015179353",,,,,,,"7","90Z",,"2015-09-19T15:49:10.000",,,"2015-09-19T15:49:10.000","4902-0","ESCAPE",,
,"SL2015166798",,,,,,,"4","90Z",,"2015-09-02T13:13:50.000",,,"2015-09-02T13:13:50.000","4902-0","ESCAPE",,
,"SL2015175271",,,,,,,"2","0",,"2015-09-14T08:50:40.000",,,"2015-09-14T08:50:40.000","5499-8","NONREPTABL TA",,
,"SL2015804931",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015178079",,,,,,,"6","0",,"2015-09-18T00:36:05.000",,,"2015-09-18T00:36:05.000","5499-12","IMP/ABAND VEH",,
,"SL2015176058",,,,,,,"3","90Z",,"2015-09-15T08:21:42.000",,,"2015-09-15T08:21:42.000","3599-2","DRUGS",,
,"SL2015175243",,,,,,,"1","290",,"2015-09-14T07:36:07.000",,,"2015-09-14T07:36:07.000","2901-0","DAMAGED PROP",,
,"SL2015185797",,,,,,,"2","0",,"2015-09-28T11:55:44.000",,,"2015-09-28T11:55:44.000","5499-8","NONREPTABL TA",,
,"SL2015175488",,,,,,,"2","90Z",,"2015-09-14T13:48:31.000",,,"2015-09-14T13:48:31.000","4803-0","OBST POLICE",,
,"SL2015804896",,,,,,,"7","23H",,,,,,"2399-18","LARCENY",,
,"SL2015805095",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015804761",,,,,,,"1","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015179755",,,,,,,"1","0",,"2015-09-20T00:58:59.000",,,"2015-09-20T00:58:59.000","5499-12","IMP/ABAND VEH",,
,"SL2015183374",,,,,,,"6","23D",,"2015-09-25T07:48:16.000",,,"2015-09-25T07:48:16.000","2308-0","LARCENY",,
,"SL2015166153",,,,,,,"3","0",,"2015-09-01T15:04:44.000",,,"2015-09-01T15:04:44.000","7399-1","PUBLIC ORDER",,
,"SL2015176748",,,,,,,"2","0",,"2015-09-16T08:16:02.000",,,"2015-09-16T08:16:02.000","5499-8","NONREPTABL TA",,
,"SL2015804510",,,,,,,"3","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015170039",,,,,,,"1","13B",,"2015-09-06T18:00:51.000",,,"2015-09-06T18:00:51.000","1313-0","ASSAULT",,
,"SL2015175003",,,,,,,"1","35A",,"2015-09-13T19:59:58.000",,,"2015-09-13T19:59:58.000","3532-0","DRUGS",,
,"SL2015185879",,,,,,,"2","13B",,"2015-09-28T13:31:57.000",,,"2015-09-28T13:31:57.000","1313-0","ASSAULT",,
,"SL2015174885",,,,,,,"1","0",,"2015-09-13T16:36:20.000",,"INV","2015-09-13T16:36:20.000","7399-99","PUBLIC ORDER",,
,"SL2015168712",,,,,,,"6","90Z",,"2015-09-04T20:57:50.000",,,"2015-09-04T20:57:50.000","4902-0","ESCAPE",,
,"SL2015805105",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015804991",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL2015176382",,,,,,,"3","0",,"2015-09-15T16:02:59.000",,,"2015-09-15T16:02:59.000","7399-99","PUBLIC ORDER",,
,"SL2015804835",,,,,,,"4","23F",,,,,,"2305-0","LARCENY",,
,"SL2015175561",,,,,,,"2","0",,"2015-09-14T14:52:19.000",,,"2015-09-14T14:52:19.000","5399-28","PUBLIC PEACE",,
,"SL2015181556",,,,,,,"3","0",,"2015-09-22T17:13:45.000",,,"2015-09-22T17:13:45.000","5499-8","NONREPTABL TA",,
,"SL2015175724",,,,,,,"2","0",,"2015-09-14T17:51:58.000",,,"2015-09-14T17:51:58.000","5499-8","NONREPTABL TA",,
,"SL2015186302",,,,,,,"3","90Z",,"2015-09-29T00:37:23.000",,,"2015-09-29T00:37:23.000","5499-11","FLEEING",,
,"SL2015805129",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015172036",,,,,,,"4","90Z",,"2015-09-09T18:20:15.000",,,"2015-09-09T18:20:15.000","4902-0","ESCAPE",,
,"SL2015169326",,,,,,,"7","35A",,"2015-09-05T17:05:14.000",,,"2015-09-05T17:05:14.000","3512-0","DRUGS",,
,"SL2015167557",,,,,,,"5","13C",,"2015-09-03T12:53:26.000",,,"2015-09-03T12:53:26.000","1316-2","ASSAULT",,
,"SL2015182733",,,,,,,"5","0",,"2015-09-24T11:39:21.000",,,"2015-09-24T11:39:21.000","5499-8","NONREPTABL TA",,
,"SL2015170407",,,,,,,"2","290",,"2015-09-07T11:26:36.000",,,"2015-09-07T11:26:36.000","2902-1","DAMAGED PROP",,
,"SL2015805107",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015184576",,,,,,,"7","0",,"2015-09-26T17:05:22.000",,,"2015-09-26T17:05:22.000","5499-8","NONREPTABL TA",,
,"SL2015171088",,,,,,,"3","0",,"2015-09-08T14:13:48.000",,,"2015-09-08T14:13:48.000","5499-8","NONREPTABL TA",,
,"SL2015804996",,,,,,,"3","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015171378",,,,,,,"1","13B",,"2015-09-08T20:31:29.000",,,"2015-09-08T20:31:29.000","1313-0","ASSAULT",,
,"SL2015176493",,,,,,,"3","35A",,"2015-09-15T19:11:35.000",,,"2015-09-15T19:11:35.000","3512-0","DRUGS",,
,"SL2015172000",,,,,,,"4","35A",,"2015-09-09T17:43:41.000",,,"2015-09-09T17:43:41.000","3512-0","DRUGS",,
,"SL2015167752",,,,,,,"5","13B",,"2015-09-03T16:39:54.000",,,"2015-09-03T16:39:54.000","1313-0","ASSAULT",,
,"SL2015176952",,,,,,,"4","0",,"2015-09-16T13:21:57.000",,,"2015-09-16T13:21:57.000","5499-8","NONREPTABL TA",,
,"SL2015171236",,,,,,,"3","0",,"2015-09-08T17:14:10.000",,,"2015-09-08T17:14:10.000","5499-8","NONREPTABL TA",,
,"SL2015171978",,,,,,,"4","0",,"2015-09-09T17:11:15.000",,,"2015-09-09T17:11:15.000","5499-8","NONREPTABL TA",,
,"SL2015804875",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015168881",,,,,,,"7","0",,"2015-09-05T00:20:25.000",,,"2015-09-05T00:20:25.000","5299-0","WEAPON OFFENSE",,
,"SL2015189280",,,,,,,"4","13B",,"2015-10-02T19:02:01.000",,,"2015-10-02T19:02:01.000","1313-0","ASSAULT",,
,"SL2015174439",,,,,,,"7","0",,"2015-09-12T22:48:36.000",,,"2015-09-12T22:48:36.000","5499-8","NONREPTABL TA",,
,"SL2015186144",,,,,,,"2","35B",,"2015-09-28T19:56:27.000",,,"2015-09-28T19:56:27.000","3550-0","DRUGS",,
,"SL2015172483",,,,,,,"5","0",,"2015-09-10T12:45:22.000",,,"2015-09-10T12:45:22.000","5499-8","NONREPTABL TA",,
,"SL2015187018",,,,,,,"3","0",,"2015-09-29T22:03:51.000",,,"2015-09-29T22:03:51.000","7399-1","PUBLIC ORDER",,
,"SL2015805097",,,,,,,"6","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015169365",,,,,,,"7","290",,"2015-09-05T17:56:45.000",,,"2015-09-05T17:56:45.000","2999-1","DAMAGED PROP",,
,"SL2015185021",,,,,,,"1","90G",,"2015-09-27T06:48:44.000",,,"2015-09-27T06:48:44.000","4104-0","LIQUOR",,
,"SL2015179275",,,,,,,"7","290",,"2015-09-19T13:25:30.000",,,"2015-09-19T13:25:30.000","2902-1","DAMAGED PROP",,
,"SL2015179147",,,,,,,"6","290",,"2015-09-19T09:44:30.000",,,"2015-09-19T09:44:30.000","2902-1","DAMAGED PROP",,
,"SL2015175562",,,,,,,"2","26B",,"2015-09-14T14:51:42.000",,,"2015-09-14T14:51:42.000","2605-0","FRAUD",,
,"SL2015171285",,,,,,,"3","0",,"2015-09-08T18:22:57.000",,,"2015-09-08T18:22:57.000","5499-8","NONREPTABL TA",,
,"SL2015170470",,,,,,,"2","0",,"2015-09-07T13:27:48.000",,,"2015-09-07T13:27:48.000","5399-28","PUBLIC PEACE",,
,"SL2015167010",,,,,,,"4","23F",,"2015-09-02T17:51:51.000",,,"2015-09-02T17:51:51.000","2305-0","LARCENY",,
,"SL2015182264",,,,,,,"4","0",,"2015-09-23T17:53:59.000",,,"2015-09-23T17:53:59.000","5499-8","NONREPTABL TA",,
,"SL2015184260",,,,,,,"7","0",,"2015-09-26T09:18:23.000",,,"2015-09-26T09:18:23.000","5499-8","NONREPTABL TA",,
,"SL2015168577",,,,,,,"6","23H",,"2015-09-04T17:45:51.000",,,"2015-09-04T17:45:51.000","2399-19","LARCENY",,
,"SL2015804986",,,,,,,"4","26C",,,,,,"2699-1","FRAUD",,
,"SL2015180963",,,,,,,"2","35A",,"2015-09-21T20:34:01.000",,,"2015-09-21T20:34:01.000","3512-0","DRUGS",,
,"SL2015180683",,,,,,,"2","26B",,"2015-09-21T14:27:16.000",,,"2015-09-21T14:27:16.000","2605-0","FRAUD",,
,"SL2015166722",,,,,,,"4","0",,"2015-09-02T11:24:52.000",,,"2015-09-02T11:24:52.000","5499-1","OFCR INV TA",,
,"SL2015804581",,,,,,,"2","23F",,,,,,"2305-0","LARCENY",,
,"SL2015200534",,,,,,,"1","23C",,"2015-10-18T18:27:54.000",,,"2015-10-18T18:27:54.000","2303-0","LARCENY",,
,"SL2015202619",,,,,,,"4","0",,"2015-10-21T20:13:52.000",,,"2015-10-21T20:13:52.000","5499-8","NONREPTABL TA",,
,"SL2015194029",,,,,,,"6","0",,"2015-10-09T13:02:53.000",,,"2015-10-09T13:02:53.000","5499-8","NONREPTABL TA",,
,"SL2015209548",,,,,,,"7","0",,"2015-10-31T21:33:00.000",,,"2015-10-31T21:33:00.000","2499-14","STOLEN VEHICLE",,
,"SL2015188602",,,,,,,"5","0",,"2015-10-01T22:17:39.000",,,"2015-10-01T22:17:39.000","7399-99","PUBLIC ORDER",,
,"SL2015193551",,,,,,,"5","35A",,"2015-10-08T19:07:21.000",,,"2015-10-08T19:07:21.000","3512-0","DRUGS",,
,"SL2015805594",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015194433",,,,,,,"6","0",,"2015-10-09T22:39:13.000",,,"2015-10-09T22:39:13.000","7399-99","PUBLIC ORDER",,
,"SL2015191788",,,,,,,"3","0",,"2015-10-06T11:05:37.000",,,"2015-10-06T11:05:37.000","5499-8","NONREPTABL TA",,
,"SL2015805283",,,,,,,"2","290",,,,,,"2903-0","DAMAGED PROP",,
,"SL2015209375",,,,,,,"7","0",,"2015-10-31T17:31:39.000",,,"2015-10-31T17:31:39.000","5499-8","NONREPTABL TA",,
,"SL2015192903",,,,,,,"4","35A",,"2015-10-07T20:44:48.000",,,"2015-10-07T20:44:48.000","3522-0","DRUGS",,
,"SL2015203567",,,,,,,"6","0",,"2015-10-23T07:42:12.000",,,"2015-10-23T07:42:12.000","5499-6","NON MOV TRAF",,
,"SL2015805939",,,,,,,"5","290",,,,,,"2901-0","DAMAGED PROP",,
,"SL2015207175",,,,,,,"4","90J",,"2015-10-28T14:53:14.000",,,"2015-10-28T14:53:14.000","5707-0","INV OF PRIVACY",,
,"SL2015207228",,,,,,,"4","90Z",,"2015-10-28T15:48:27.000",,,"2015-10-28T15:48:27.000","4902-0","ESCAPE",,
,"SL2015207443",,,,,,,"4","0",,"2015-10-28T22:05:47.000",,"D1","2015-10-28T22:05:47.000","7399-99","PUBLIC ORDER",,
,"SL2015199101",,,,,,,"6","0",,"2015-10-16T15:48:50.000",,,"2015-10-16T15:48:50.000","5499-6","NON MOV TRAF",,
,"SL2015197734",,,,,,,"4","0",,"2015-10-14T17:36:55.000",,,"2015-10-14T17:36:55.000","5499-2","TA- CITY EQUIP",,
,"SL2015805566",,,,,,,"1","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015805838",,,,,,,"5","23H",,,,,,"2399-18","LARCENY",,
,"SL2015190388",,,,,,,"1","90G",,"2015-10-04T10:41:05.000",,,"2015-10-04T10:41:05.000","4104-0","LIQUOR",,
,"SL2015189575",,,,,,,"7","0",,"2015-10-03T02:55:11.000",,"MAGNA","2015-10-03T02:55:11.000","7399-99","PUBLIC ORDER",,
,"SL2015805599",,,,,,,"6","23H",,,,,,"2309-0","LARCENY",,
,"SL2015195074",,,,,,,"7","0",,"2015-10-10T21:00:39.000",,,"2015-10-10T21:00:39.000","5499-8","NONREPTABL TA",,
,"SL2015191235",,,,,,,"2","0",,"2015-10-05T15:30:57.000",,,"2015-10-05T15:30:57.000","5499-8","NONREPTABL TA",,
,"SL2015207123",,,,,,,"4","0",,"2015-10-28T13:34:49.000",,,"2015-10-28T13:34:49.000","7399-7","PUBLIC ORDER",,
,"SL2015195774",,,,,,,"1","23F",,"2015-10-11T22:11:07.000",,,"2015-10-11T22:11:07.000","2305-0","LARCENY",,
,"SL2015805174",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015207064",,,,,,,"4","0",,"2015-10-28T11:53:55.000",,,"2015-10-28T11:53:55.000","5499-8","NONREPTABL TA",,
,"SL2015189613",,,,,,,"7","0",,"2015-10-03T06:53:40.000",,"MAGNA","2015-10-03T06:53:40.000","7399-99","PUBLIC ORDER",,
,"SL2015805423",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015196002",,,,,,,"2","90Z",,"2015-10-12T10:05:23.000",,,"2015-10-12T10:05:23.000","4902-0","ESCAPE",,
,"SL2015805875",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015203328",,,,,,,"5","35A",,"2015-10-22T20:20:55.000",,,"2015-10-22T20:20:55.000","3532-0","DRUGS",,
,"SL2015805417",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015197565",,,,,,,"4","0",,"2015-10-14T13:31:08.000",,,"2015-10-14T13:31:08.000","5499-8","NONREPTABL TA",,
,"SL2015805337",,,,,,,"4","290",,,,,,"2999-1","DAMAGED PROP",,
,"SL2015193619",,,,,,,"5","0",,"2015-10-08T20:42:23.000",,,"2015-10-08T20:42:23.000","7399-5","PUBLIC ORDER",,
,"SL2015193877",,,,,,,"6","0",,"2015-10-09T08:47:18.000",,,"2015-10-09T08:47:18.000","5499-2","TA- CITY EQUIP",,
,"SL2015196047",,,,,,,"2","35A",,"2015-10-12T11:28:54.000",,,"2015-10-12T11:28:54.000","3512-0","DRUGS",,
,"SL2015199260",,,,,,,"6","0",,"2015-10-16T19:37:03.000",,"D2","2015-10-16T19:37:03.000","5499-8","NONREPTABL TA",,
,"SL2015201206",,,,,,,"4","0",,"2015-10-19T17:59:16.000",,,"2015-10-19T17:59:16.000","5499-8","NONREPTABL TA",,
,"SL2015805663",,,,,,,"4","26C",,,,,,"2699-1","FRAUD",,
,"SL2015196107",,,,,,,"2","35A",,"2015-10-12T13:15:27.000",,,"2015-10-12T13:15:27.000","3512-0","DRUGS",,
,"SL2015211480",,,,,,"2","3","0",,"2015-11-03T12:29:57.000","112","Z1","2015-11-03T12:29:57.000","7399-5","PUBLIC ORDER",,
,"SL2015191302",,,,,,,"2","35B",,"2015-10-05T16:40:02.000",,,"2015-10-05T16:40:02.000","3550-0","DRUGS",,
,"SL2015805828",,,,,,,"1","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015203653",,,,,,,"6","0",,"2015-10-23T10:16:07.000",,,"2015-10-23T10:16:07.000","5499-6","NON MOV TRAF",,
,"SL2015198301",,,,,,,"4","0",,"2015-10-15T13:45:39.000",,,"2015-10-15T13:45:39.000","5499-8","NONREPTABL TA",,
,"SL2015188316",,,,,,,"5","0",,"2015-10-01T15:22:11.000",,,"2015-10-01T15:22:11.000","5499-8","NONREPTABL TA",,
,"SL2015193095",,,,,,,"5","0",,"2015-10-08T07:35:24.000",,,"2015-10-08T07:35:24.000","5499-8","NONREPTABL TA",,
,"SL2015193741",,,,,,,"5","40A",,"2015-10-08T23:50:45.000",,"INV","2015-10-08T23:50:45.000","4004-0","COMMERCIAL SEX",,
,"SL2015196293",,,,,,,"2","90Z",,"2015-10-12T17:57:15.000",,,"2015-10-12T17:57:15.000","4902-0","ESCAPE",,
,"SL2015200880",,,,,,,"2","23H",,"2015-10-19T10:36:37.000",,,"2015-10-19T10:36:37.000","2399-18","LARCENY",,
,"SL2015203773",,,,,,,"6","0",,"2015-10-23T13:07:06.000",,,"2015-10-23T13:07:06.000","5499-8","NONREPTABL TA",,
,"SL2015207498",,,,,,,"5","0",,"2015-10-29T01:09:20.000",,,"2015-10-29T01:09:20.000","5499-7","REPORTABLE TA",,
,"SL2015805802",,,,,,,"3","23H",,,,,,"2309-0","LARCENY",,
,"SL2015805306",,,,,,,"6","26C",,,,,,"2699-1","FRAUD",,
,"SL2015208666",,,,,,,"6","90Z",,"2015-10-30T16:48:33.000",,,"2015-10-30T16:48:33.000","4902-0","ESCAPE",,
,"SL2015209016",,,,,,,"7","0",,"2015-10-31T02:21:17.000",,,"2015-10-31T02:21:17.000","7399-1","PUBLIC ORDER",,
,"SL2015205126",,,,,,,"1","0",,"2015-10-25T12:16:57.000",,,"2015-10-25T12:16:57.000","7399-3","PUBLIC ORDER",,
,"SL2015206277",,,,,,,"3","0",,"2015-10-27T08:03:52.000",,,"2015-10-27T08:03:52.000","5499-8","NONREPTABL TA",,
,"SL2015805403",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015194684",,,,,,,"7","0",,"2015-10-10T10:51:18.000",,,"2015-10-10T10:51:18.000","5499-8","NONREPTABL TA",,
,"SL2015188352",,,,,,,"5","0",,"2015-10-01T16:13:21.000",,,"2015-10-01T16:13:21.000","5499-8","NONREPTABL TA",,
,"SL2015197749",,,,,,,"4","0",,"2015-10-14T17:52:45.000",,,"2015-10-14T17:52:45.000","5499-8","NONREPTABL TA",,
,"SL2015805893",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015200508",,,,,,,"1","0",,"2015-10-18T17:24:22.000",,,"2015-10-18T17:24:22.000","7399-40","PUBLIC ORDER",,
,"SL2015805439",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015195966",,,,,,,"2","90Z",,"2015-10-12T09:28:27.000",,,"2015-10-12T09:28:27.000","4902-0","ESCAPE",,
,"SL2015188107",,,,,,,"5","0",,"2015-10-01T10:46:40.000","131","ZE","2015-10-01T10:46:40.000","7399-0","PUBLIC ORDER",,
,"SL2015200487",,,,,,,"1","90Z",,"2015-10-18T16:38:46.000",,,"2015-10-18T16:38:46.000","5401-0","HIT AND RUN",,
,"SL2015208256",,,,,,,"6","0",,"2015-10-30T05:57:43.000",,,"2015-10-30T05:57:43.000","5499-8","NONREPTABL TA",,
,"SL201520317",,,,,,"1","5","35A",,"2015-02-04T16:54:28.000",,"ADM","2015-02-04T16:54:28.000","3520-0","DRUGS","111111111","111111111"
,"SL201598253",,,,,,"1","5","0",,"2015-06-03T13:28:53.000",,"ADM","2015-06-03T13:28:53.000","5399-49","PUBLIC PEACE","111111111","111111111"
,"SL2015806442",,,,,,,"6","26C",,,,,,"2699-1","FRAUD",,
,"SL201572107",,,,,,"1","7","90Z",,"2015-04-25T23:23:04.000",,"ADM","2015-04-25T23:23:04.000","3599-99","DRUGS","111111111","111111111"
,"SL201587983",,,,,,"1","4","35A",,"2015-05-19T15:25:48.000",,"ADM","2015-05-19T15:25:48.000","3510-0","DRUGS","111111111","111111111"
,"SL2015213050",,,,,,,"5","0",,"2015-11-05T16:16:58.000",,,"2015-11-05T16:16:58.000","5599-1","HEALTH/SAFETY",,
,"SL2015212845",,,,,,,"3","0",,"2015-11-05T11:41:47.000",,,"2015-11-05T11:41:47.000","5499-8","NONREPTABL TA",,
,"SL2015806219",,,,,,,"1","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015806477",,,,,,,"4","26C",,,,,,"2699-1","FRAUD",,
,"SL20157042",,,,,,"1","4","35A",,"2015-01-13T18:47:16.000",,"ADM","2015-01-13T18:47:16.000","3571-0","DRUGS","111111111","111111111"
,"SL2015217983",,,,,,,"6","35A",,"2015-11-13T02:34:38.000",,,"2015-11-13T02:34:38.000","3572-0","DRUGS",,
,"SL2015216912",,,,,,,"4","90Z",,"2015-11-11T14:22:48.000",,,"2015-11-11T14:22:48.000","4902-0","ESCAPE",,
,"SL2015106821",,,,,,"1","1","0",,"2015-06-14T13:15:53.000",,"ADM","2015-06-14T13:15:53.000","5399-49","PUBLIC PEACE","111111111","111111111"
,"SL2015206673",,,,,,"1","3","35A",,"2015-10-27T18:15:40.000",,"ADM","2015-10-27T18:15:40.000","3510-0","DRUGS","111111111","111111111"
,"SL2015227610",,,,,,,"1","90E",,"2015-11-29T00:17:20.000",,,"2015-11-29T00:17:20.000","7399-26","PUBLIC ORDER",,
,"SL201552156",,,,,,"1","4","35A",,"2015-03-25T14:11:10.000",,"ADM","2015-03-25T14:11:10.000","3510-0","DRUGS","111111111","111111111"
,"SL2015128033",,,,,,"1","5","520",,"2015-07-13T02:18:20.000",,"ADM","2015-07-13T02:18:20.000","5203-0","WEAPON OFFENSE","111111111","111111111"
,"SL2015805233",,,,,,,"6","23F",,,,,,"2305-0","LARCENY",,
,"SL2015223945",,,,,,,"1","0",,"2015-11-22T15:02:15.000",,,"2015-11-22T15:02:15.000","5499-7","REPORTABLE TA",,
,"SL2015189785",,,,,,,"7","0",,"2015-10-03T13:15:57.000",,,"2015-10-03T13:15:57.000","5499-12","IMP/ABAND VEH",,
,"SL2015806404",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015218064",,,,,,,"6","90Z",,"2015-11-13T08:47:10.000",,,"2015-11-13T08:47:10.000","4902-0","ESCAPE",,
,"SL2015167861",,,,,,"1","5","35A",,"2015-09-03T19:29:05.000",,"ADM","2015-09-03T19:29:05.000","3510-0","DRUGS","111111111","111111111"
,"SL2015165954",,,,,,,"2","240",,"2015-09-01T10:57:27.000",,,"2015-09-01T10:57:27.000","2499-13","STOLEN VEHICLE",,
,"SL2015220868",,,,,,,"3","0",,"2015-11-17T16:50:09.000",,,"2015-11-17T16:50:09.000","5499-8","NONREPTABL TA",,
,"SL201553859",,,,,,,"7","0",,"2015-03-28T01:12:23.000",,,"2015-03-28T01:12:23.000","5499-7","REPORTABLE TA",,
,"SL2015227045",,,,,,,"7","0",,"2015-11-28T04:28:23.000",,,"2015-11-28T04:28:23.000","5499-6","NON MOV TRAF",,
,"SL2015183819",,,,,,"1","6","35A",,"2015-09-25T17:50:21.000",,"ADM","2015-09-25T17:50:21.000","3510-0","DRUGS","111111111","111111111"
,"SL2015220171",,,,,,,"2","0",,"2015-11-16T15:06:13.000",,,"2015-11-16T15:06:13.000","5499-5","MOV TRAF VIOL",,
,"SL2015214157",,,,,,,"7","290",,"2015-11-07T07:41:08.000",,,"2015-11-07T07:41:08.000","2901-0","DAMAGED PROP",,
,"SL201574657",,,,,,"1","5","0",,"2015-04-30T05:14:02.000",,"ADM","2015-04-30T05:14:02.000","5399-49","PUBLIC PEACE","111111111","111111111"
,"SL2015216675",,,,,,,"4","0",,"2015-11-11T08:19:08.000",,,"2015-11-11T08:19:08.000","5499-2","TA- CITY EQUIP",,
,"SL201598937",,,,,,,"2","0",,"2015-06-04T12:11:52.000",,,"2015-06-04T12:11:52.000","5499-1","OFCR INV TA",,
,"SL2015219835",,,,,,,"1","90Z",,"2015-11-15T23:45:41.000",,,"2015-11-15T23:45:41.000","4902-0","ESCAPE",,
,"SL2015228061",,,,,,,"1","90J",,"2015-11-29T23:38:12.000",,,"2015-11-29T23:38:12.000","5707-0","INV OF PRIVACY",,
,"SL2015206927",,,,,,"1","4","90Z",,"2015-10-28T06:59:52.000",,"ADM","2015-10-28T06:59:52.000","3599-99","DRUGS","111111111","111111111"
